"city","review_count.x","funny","useful","cool","review_count.y","yelp.votes.funny","yelp.votes.useful","yelp.votes.cool","cuisine","wcount","qmark","emark","stars"
"Scottsdale",72,2,7,3,3,0,1,0,"Snacks",24,0,1,5
"Chandler",58,2,5,5,22,0,0,0,"Snacks",76,0,0,4
"Mesa",8,4,8,3,11,0,1,0,"Snacks",237,0,2,3
"Scottsdale",122,414,633,455,228,1,1,1,"Snacks",195,0,0,5
"Scottsdale",20,0,12,0,8,0,1,0,"Snacks",107,0,1,3
"Scottsdale",335,0,1,0,4,0,1,0,"Snacks",33,0,0,1
"Phoenix",19,74,221,94,143,0,1,0,"Snacks",255,0,2,4
"Phoenix",20,0,9,1,5,0,0,0,"Snacks",67,0,2,5
"Mesa",3,136,364,232,230,0,1,0,"Snacks",20,0,0,4
"Tempe",5,1,2,2,6,1,1,1,"Snacks",102,0,0,5
"Scottsdale",122,111,331,164,197,0,0,0,"Snacks",114,1,15,5
"Phoenix",41,3,7,6,9,0,1,1,"Snacks",18,0,1,3
"Tempe",71,33,63,17,20,0,1,1,"Snacks",13,0,1,4
"Phoenix",63,3,6,0,8,1,0,0,"Snacks",119,1,0,1
"Surprise",9,174,466,174,224,0,1,1,"Snacks",77,0,2,4
"Scottsdale",335,0,3,0,3,0,1,0,"Snacks",30,0,0,5
"Phoenix",41,11,25,14,65,1,1,2,"Snacks",16,0,2,5
"Scottsdale",10,153,423,148,314,1,2,2,"Snacks",170,0,0,5
"Phoenix",76,779,969,801,224,4,6,4,"Snacks",140,1,10,5
"Scottsdale",335,1750,3554,2606,997,1,1,0,"Snacks",110,1,1,5
"Scottsdale",72,34,116,49,14,2,3,3,"Snacks",190,0,2,5
"Gilbert",5,8,33,2,46,0,0,0,"Snacks",30,0,8,5
"Tempe",56,0,2,0,1,0,0,0,"Snacks",74,0,22,5
"Chandler",31,11,14,6,17,0,0,0,"Snacks",199,0,0,2
"Scottsdale",72,57,233,121,117,0,2,0,"Snacks",63,1,0,3
"Phoenix",50,111,331,164,197,3,1,0,"Snacks",30,0,7,5
"Tempe",8,487,876,560,475,2,3,3,"Snacks",24,0,1,4
"Tempe",50,25,62,37,103,0,0,0,"Snacks",97,0,2,5
"Scottsdale",197,7,28,1,31,0,0,0,"Snacks",134,0,0,4
"Chandler",3,10,35,14,51,0,0,0,"Snacks",185,1,0,3
"Scottsdale",35,10,36,9,66,0,0,0,"Snacks",112,0,0,2
"Phoenix",22,12,16,8,41,0,0,0,"Snacks",57,2,4,5
"Phoenix",76,0,1,0,3,0,0,0,"Snacks",74,0,2,4
"Scottsdale",20,0,15,0,27,0,0,0,"Snacks",45,0,3,5
"Scottsdale",122,4,67,14,80,0,1,1,"Snacks",42,1,6,5
"Scottsdale",335,8,27,8,27,0,1,1,"Snacks",65,0,0,4
"Scottsdale",50,0,13,11,12,0,1,1,"Snacks",41,0,6,5
"Tempe",15,26,145,76,136,0,1,0,"Snacks",38,0,4,5
"Phoenix",11,133,530,384,244,2,2,1,"Snacks",384,0,5,4
"Scottsdale",122,98,68,20,101,1,1,0,"Snacks",24,0,0,5
"Phoenix",13,24,167,62,138,0,0,0,"Snacks",66,0,0,4
"Phoenix",115,494,622,377,169,11,6,5,"Snacks",419,1,2,4
"Scottsdale",95,37,139,77,56,0,0,0,"Snacks",13,0,0,4
"Gilbert",15,0,1,0,1,0,1,0,"Snacks",77,0,7,2
"Scottsdale",335,178,612,335,336,0,5,2,"Snacks",221,1,4,5
"Tempe",71,1,6,1,7,0,0,0,"Snacks",126,0,0,5
"Avondale",8,10,24,14,31,0,0,0,"Snacks",13,0,0,3
"Phoenix",41,96,208,110,122,1,3,2,"Snacks",197,2,5,3
"Phoenix",16,6,23,7,54,0,0,0,"Snacks",136,0,0,4
"Scottsdale",31,153,423,148,314,0,0,0,"Snacks",146,0,0,5
"Phoenix",50,27,83,7,26,0,0,0,"Snacks",242,1,2,5
"Tempe",71,1,4,1,4,0,1,0,"Snacks",42,0,1,5
"Phoenix",11,41,69,31,41,3,0,0,"Snacks",322,2,1,1
"Scottsdale",122,107,224,116,130,1,1,1,"Snacks",63,0,0,5
"Phoenix",49,12,35,24,29,0,0,0,"Snacks",54,0,1,4
"Phoenix",41,433,969,693,360,1,0,0,"Snacks",85,0,0,5
"Tempe",71,10,24,9,20,1,0,0,"Snacks",106,0,0,5
"Phoenix",24,2,4,0,2,0,2,0,"Snacks",164,0,1,1
"Gilbert",41,1,3,1,4,0,0,0,"Snacks",77,0,1,3
"Scottsdale",50,76,243,144,152,2,2,2,"Snacks",76,0,2,4
"Phoenix",63,244,522,359,288,1,2,1,"Snacks",142,0,0,5
"Peoria",9,1,3,0,1,1,1,0,"Snacks",116,0,0,1
"Gilbert",41,11,72,18,81,0,0,0,"Snacks",91,0,0,4
"Phoenix",133,7,42,10,22,0,0,0,"Snacks",66,0,1,4
"Surprise",9,21,75,28,38,0,2,1,"Snacks",36,0,2,5
"Phoenix",41,6,39,15,35,0,0,0,"Snacks",48,1,1,5
"Phoenix",133,55,107,25,62,0,3,2,"Snacks",92,1,1,5
"Mesa",11,19,26,12,29,0,1,0,"Snacks",99,0,0,4
"Scottsdale",95,2,16,2,12,0,1,0,"Snacks",109,0,3,5
"Peoria",27,10,52,12,53,0,1,0,"Snacks",76,0,2,5
"Phoenix",41,291,656,400,308,0,0,0,"Snacks",46,0,0,3
"Scottsdale",5,91,380,122,493,0,0,0,"Snacks",190,1,1,5
"Phoenix",16,7,34,6,26,0,0,0,"Snacks",66,0,5,5
"Tempe",89,88,283,129,200,0,0,0,"Snacks",157,0,5,4
"Phoenix",115,400,516,453,112,9,8,8,"Snacks",222,1,1,4
"Avondale",23,18,49,16,5,2,6,2,"Snacks",34,0,0,4
"Phoenix",63,47,219,41,184,0,0,0,"Snacks",60,0,0,4
"Scottsdale",95,0,2,0,7,0,1,0,"Snacks",278,0,2,4
"Scottsdale",335,8,10,6,45,0,0,0,"Snacks",77,0,5,4
"Tempe",15,46,116,30,137,0,0,0,"Snacks",82,0,0,2
"Phoenix",22,11,80,59,93,0,1,0,"Snacks",14,0,3,5
"Tempe",71,1237,1205,1092,211,5,4,3,"Snacks",4,0,1,2
"Phoenix",3,130,342,195,156,1,6,4,"Snacks",99,0,1,5
"Mesa",4,21,70,25,61,1,3,2,"Snacks",194,0,1,5
"Phoenix",4,61,97,25,159,2,1,1,"Snacks",33,1,1,5
"Phoenix",47,12,13,5,8,0,0,0,"Snacks",19,0,0,4
"Gilbert",7,0,1,0,2,0,0,0,"Snacks",63,0,0,5
"Scottsdale",335,125,335,171,127,0,1,0,"Snacks",145,1,1,4
"Scottsdale",335,17,67,35,92,0,0,0,"Snacks",52,0,0,5
"Phoenix",8,2517,5065,3901,670,3,6,7,"Snacks",237,2,6,4
"Tempe",56,11,9,9,37,0,0,0,"Snacks",18,0,0,5
"Scottsdale",335,0,10,0,19,0,0,0,"Snacks",52,1,1,5
"Scottsdale",22,58,181,84,79,0,0,0,"Snacks",213,0,17,5
"Phoenix",3,2470,3255,2530,482,1,3,2,"Snacks",124,0,0,3
"Phoenix",3,247,341,221,287,1,1,1,"Snacks",31,2,0,5
"Scottsdale",197,2,11,3,41,0,0,0,"Snacks",8,0,0,4
"Phoenix",8,2,3,2,4,0,0,0,"Snacks",55,0,2,4
"Phoenix",5,80,114,35,92,2,0,0,"Snacks",8,0,0,4
"Phoenix",41,43,122,53,60,0,1,0,"Snacks",192,0,1,5
"Scottsdale",197,43,149,64,148,0,0,0,"Snacks",205,0,0,5
"Phoenix",133,3,6,2,4,0,1,0,"Snacks",144,0,4,4
"Tempe",7,319,273,250,244,0,0,0,"Snacks",124,1,1,4
"Phoenix",11,0,15,1,16,0,1,0,"Snacks",162,4,0,2
"Phoenix",4,24,167,62,138,0,1,0,"Snacks",70,0,5,4
"Scottsdale",4,3969,4287,3943,417,10,8,9,"Snacks",412,0,3,2
"Chandler",33,17,96,16,118,0,1,0,"Snacks",82,1,1,5
"Chandler",31,2,3,1,9,0,1,0,"Snacks",272,2,7,2
"Gilbert",7,23,44,13,38,0,1,0,"Snacks",37,0,0,1
"Scottsdale",197,26,145,76,136,0,0,1,"Snacks",107,0,3,4
"Peoria",4,5,13,2,25,0,0,0,"Snacks",6,0,0,5
"Scottsdale",31,1,11,1,7,0,0,0,"Snacks",76,0,3,5
"Gilbert",41,64,455,226,681,0,0,0,"Snacks",60,1,1,5
"Scottsdale",335,0,0,0,3,0,0,0,"Snacks",58,0,0,5
"Scottsdale",53,551,1041,782,412,0,2,0,"Snacks",133,0,1,5
"Scottsdale",335,2,6,2,15,0,1,0,"Snacks",17,0,4,5
"Tempe",41,4,11,5,25,0,1,0,"Snacks",45,0,0,1
"Mesa",21,42,82,17,125,0,0,0,"Snacks",25,0,0,4
"Scottsdale",95,16,17,8,13,1,2,1,"Snacks",189,1,5,5
"Scottsdale",95,0,9,4,20,0,0,0,"Snacks",27,0,0,5
"Phoenix",4,244,522,359,288,3,3,3,"Snacks",204,1,0,3
"Scottsdale",18,1,0,1,2,1,0,1,"Snacks",363,1,7,4
"Scottsdale",95,21,74,26,89,0,1,1,"Snacks",112,1,1,4
"Phoenix",5,1492,2132,1502,1107,3,1,1,"Snacks",50,0,0,1
"Scottsdale",197,57,87,32,153,0,0,0,"Snacks",94,0,0,3
"Tempe",15,291,656,400,308,0,2,0,"Snacks",410,0,4,4
"Phoenix",3,371,626,327,180,1,3,2,"Snacks",182,0,0,4
"Phoenix",133,1,4,0,2,0,1,0,"Snacks",117,0,2,5
"Scottsdale",122,2470,3255,2530,482,8,10,9,"Snacks",253,3,1,4
"Tempe",71,378,477,313,165,4,5,4,"Snacks",103,0,9,5
"Phoenix",49,5,22,6,15,0,0,0,"Snacks",85,0,0,4
"Tempe",89,10,46,11,45,0,0,0,"Snacks",21,0,1,5
"Scottsdale",335,13,104,29,75,0,1,1,"Snacks",84,0,0,3
"Scottsdale",5,5,25,4,12,0,0,0,"Snacks",163,0,2,4
"Chandler",58,1511,2519,2110,357,5,8,7,"Snacks",75,0,1,5
"Tempe",11,2,15,5,8,0,2,0,"Snacks",10,0,0,4
"Scottsdale",11,2,19,3,20,0,1,0,"Snacks",15,0,2,5
"Chandler",58,169,457,230,359,0,1,1,"Snacks",94,2,2,4
"Tempe",50,160,461,157,344,0,0,0,"Snacks",204,0,0,3
"Chandler",22,6,18,3,13,0,1,0,"Snacks",40,0,1,5
"Tempe",68,5,24,2,18,0,0,0,"Snacks",51,0,2,5
"Phoenix",133,342,717,403,384,4,8,6,"Snacks",264,1,0,4
"Scottsdale",122,0,7,0,8,0,0,0,"Snacks",149,1,1,5
"Gilbert",41,61,139,48,182,2,1,0,"Snacks",274,3,67,2
"Scottsdale",335,8,93,24,91,0,1,0,"Snacks",104,0,3,5
"Scottsdale",22,5,14,1,8,0,0,0,"Snacks",57,0,0,5
"Chandler",9,7,20,1,19,1,0,1,"Snacks",35,0,2,5
"Phoenix",24,0,1,0,4,0,0,0,"Snacks",60,0,0,5
"Scottsdale",72,1209,2685,2025,900,0,0,2,"Snacks",28,0,1,5
"Tempe",50,291,656,400,308,1,3,2,"Snacks",324,2,4,3
"Scottsdale",197,412,813,502,592,4,3,3,"Snacks",168,0,0,5
"Phoenix",39,4,12,3,12,0,0,1,"Snacks",224,0,1,4
"Phoenix",39,0,4,0,6,0,0,0,"Snacks",79,0,1,5
"Scottsdale",58,66,183,70,176,0,0,0,"Snacks",13,0,0,5
"Scottsdale",156,28,96,54,114,0,2,1,"Snacks",121,2,4,4
"Phoenix",95,9,33,5,23,1,2,0,"Snacks",61,0,0,4
"Scottsdale",156,126,256,126,72,1,1,1,"Snacks",230,1,2,5
"Phoenix",95,0,1,0,4,0,0,0,"Snacks",50,0,1,5
"Phoenix",95,34,117,81,123,0,0,0,"Snacks",43,0,0,4
"Chandler",67,33,103,23,102,0,1,0,"Snacks",211,1,2,5
"Scottsdale",156,7,24,6,22,1,0,0,"Snacks",11,0,0,3
"Mesa",35,376,1098,546,791,0,0,0,"Snacks",82,0,0,4
"Mesa",35,1,3,1,6,0,0,0,"Snacks",24,0,1,5
"Scottsdale",58,1,2,2,4,0,0,0,"Snacks",64,0,0,5
"Mesa",35,0,0,0,9,0,0,0,"Snacks",56,0,2,5
"Scottsdale",58,18,119,33,165,0,0,0,"Snacks",5,0,0,4
"Chandler",67,6,32,17,41,0,0,0,"Snacks",50,0,0,5
"Scottsdale",21,30,83,37,67,0,0,0,"Snacks",82,0,1,5
"Phoenix",95,685,2299,1610,1497,0,1,1,"Snacks",30,0,0,3
"Scottsdale",58,35,76,34,46,0,0,0,"Snacks",64,0,3,5
"Scottsdale",156,1,24,16,15,0,1,2,"Snacks",115,0,0,4
"Scottsdale",156,2,5,3,3,1,2,1,"Snacks",49,0,0,2
"Scottsdale",21,3,10,3,13,0,0,0,"Snacks",13,0,2,5
"Scottsdale",156,16,26,15,20,0,0,0,"Snacks",85,0,0,4
"Chandler",67,22,82,30,107,0,0,0,"Snacks",138,0,1,5
"Scottsdale",156,105,126,116,38,2,3,1,"Snacks",113,0,3,4
"Scottsdale",156,116,167,77,135,0,0,0,"Snacks",142,2,7,4
"Phoenix",95,7,29,9,28,0,1,1,"Snacks",11,0,0,5
"Chandler",67,0,22,7,12,0,0,0,"Snacks",88,0,2,5
"Chandler",67,1372,1750,1372,206,3,5,3,"Snacks",80,0,2,5
"Scottsdale",3,3969,4287,3943,417,2,6,4,"Snacks",213,4,2,2
"Mesa",35,590,1105,674,575,0,1,0,"Snacks",89,0,0,5
"Phoenix",95,307,1143,886,593,1,1,2,"Snacks",114,0,0,4
"Scottsdale",58,46,133,67,68,0,0,0,"Snacks",40,0,0,4
"Scottsdale",156,49,189,55,226,0,0,0,"Snacks",113,0,2,2
"Chandler",67,487,876,560,475,1,2,2,"Snacks",156,0,1,4
"Scottsdale",156,30,159,57,88,0,0,0,"Snacks",118,0,1,5
"Phoenix",95,81,152,79,67,2,2,2,"Snacks",176,1,1,4
"Scottsdale",156,113,430,223,466,0,1,1,"Snacks",51,0,0,3
"Phoenix",95,92,273,178,115,2,2,1,"Snacks",58,0,0,4
"Scottsdale",156,92,158,122,109,1,1,1,"Snacks",128,0,0,5
"Phoenix",95,139,335,248,110,2,3,4,"Snacks",159,0,1,5
"Scottsdale",156,2,27,9,25,0,1,0,"Snacks",43,0,1,4
"Scottsdale",58,232,609,380,405,0,3,3,"Snacks",144,0,1,4
"Scottsdale",156,32,57,50,25,1,3,3,"Snacks",41,0,2,4
"Phoenix",95,77,195,102,118,1,1,1,"Snacks",21,0,1,3
"Scottsdale",156,153,171,52,108,0,0,0,"Snacks",176,1,0,4
"Phoenix",95,1001,1154,1024,182,3,4,4,"Snacks",73,0,0,4
"Scottsdale",156,126,747,343,1467,0,1,1,"Snacks",53,0,1,5
"Scottsdale",58,126,747,343,1467,0,0,0,"Snacks",75,0,4,5
"Scottsdale",156,4,12,2,7,0,0,0,"Snacks",46,0,3,5
"Mesa",35,94,135,80,110,1,1,1,"Snacks",147,0,3,5
"Scottsdale",156,1056,4283,1852,663,8,14,8,"Snacks",59,0,2,4
"Scottsdale",156,27,204,68,241,0,0,0,"Snacks",51,0,0,4
"Chandler",67,93,408,117,422,0,2,0,"Snacks",27,1,2,5
"Scottsdale",156,6,18,4,21,0,0,0,"Snacks",66,0,6,5
"Scottsdale",156,37,114,22,96,0,0,0,"Snacks",380,0,4,3
"Mesa",35,17,62,25,87,0,0,0,"Snacks",36,0,1,4
"Scottsdale",156,3,3,1,4,0,1,0,"Snacks",83,0,0,3
"Scottsdale",156,2517,5065,3901,670,1,3,3,"Snacks",198,0,0,5
"Scottsdale",156,0,6,0,12,0,0,0,"Snacks",21,0,0,5
"Scottsdale",156,275,633,369,249,0,1,3,"Snacks",100,0,3,4
"Phoenix",95,331,1034,322,376,0,2,1,"Snacks",117,0,0,5
"Scottsdale",156,487,876,560,475,1,3,2,"Snacks",78,0,1,4
"Mesa",35,1,5,1,14,0,0,0,"Snacks",24,0,1,5
"Scottsdale",58,108,260,138,206,0,1,0,"Snacks",26,0,1,5
"Phoenix",27,165,224,187,47,1,1,1,"Snacks",398,2,2,4
"Scottsdale",58,234,419,290,145,1,2,2,"Snacks",269,8,0,3
"Phoenix",95,849,1495,1005,483,1,2,2,"Snacks",185,0,1,4
"Scottsdale",21,0,1,0,3,0,1,0,"Snacks",131,0,0,5
"Scottsdale",58,1143,1561,1112,242,4,5,9,"Snacks",380,1,24,5
"Scottsdale",156,17,35,30,17,0,2,0,"Snacks",80,0,1,5
"Mesa",35,38,69,36,34,3,3,3,"Snacks",108,0,0,4
"Chandler",67,26,68,27,35,3,3,2,"Snacks",68,0,1,5
"Phoenix",95,5,21,13,14,0,0,0,"Snacks",54,0,0,3
"Scottsdale",156,27,66,47,32,3,3,3,"Snacks",57,0,0,4
"Phoenix",95,116,392,192,145,1,1,2,"Snacks",28,0,0,3
"Chandler",67,1884,2746,2504,398,5,5,7,"Snacks",221,0,5,5
"Phoenix",95,34,72,47,39,1,1,1,"Snacks",18,0,10,5
"Scottsdale",156,26,125,19,138,0,0,0,"Snacks",10,0,0,5
"Chandler",67,0,3,1,3,0,0,0,"Snacks",68,0,3,4
"Phoenix",95,19,50,22,104,0,1,0,"Snacks",5,0,0,5
"Scottsdale",58,18,65,14,135,0,0,0,"Snacks",117,0,5,5
"Phoenix",95,47,257,125,244,0,1,1,"Snacks",79,0,0,4
"Scottsdale",156,2,2,2,20,0,0,0,"Snacks",50,0,0,2
"Scottsdale",255,17,34,10,68,0,1,0,"Snacks",106,0,1,5
"Phoenix",51,131,357,242,326,2,1,0,"Snacks",65,0,0,4
"Scottsdale",77,0,8,4,11,0,0,0,"Snacks",32,0,2,5
"Phoenix",594,0,2,2,18,0,0,0,"Snacks",22,0,0,5
"Phoenix",74,16,45,15,21,0,0,0,"Snacks",125,0,0,5
"Tempe",106,487,826,554,425,2,3,2,"Snacks",63,0,0,5
"Tempe",90,13,32,8,55,0,1,0,"Snacks",9,0,0,4
"Scottsdale",66,1,2,1,4,0,1,1,"Snacks",21,0,1,5
"Tempe",9,1002,917,768,132,2,3,3,"Snacks",341,0,1,3
"Tempe",81,1,20,4,44,0,1,0,"Snacks",26,0,2,5
"Scottsdale",87,6,23,9,14,0,0,0,"Snacks",136,0,3,4
"Phoenix",4,2,15,2,4,0,0,0,"Snacks",191,0,4,4
"Tempe",24,0,2,0,1,0,0,0,"Snacks",36,0,3,5
"Phoenix",136,14,94,20,120,0,0,0,"Snacks",60,0,0,4
"Phoenix",119,108,260,138,206,1,1,1,"Snacks",93,0,0,1
"Scottsdale",270,10,50,10,25,0,0,0,"Snacks",232,0,8,5
"Scottsdale",10,263,367,78,115,7,4,3,"Snacks",61,0,0,1
"Phoenix",140,48,86,33,95,1,0,0,"Snacks",29,0,0,4
"Scottsdale",77,112,475,246,160,8,11,9,"Snacks",251,0,2,4
"Gilbert",10,4,3,2,31,0,0,0,"Snacks",7,0,0,4
"Scottsdale",8,6,7,3,12,2,1,0,"Snacks",107,4,1,1
"Mesa",18,5,27,6,23,0,2,1,"Snacks",42,0,1,4
"Mesa",10,39,130,45,67,0,1,0,"Snacks",44,0,1,4
"Tempe",98,1,7,1,7,0,0,0,"Snacks",56,0,4,4
"Phoenix",6,1072,1434,1180,272,2,2,2,"Snacks",208,0,3,4
"Scottsdale",236,41,185,66,93,1,1,1,"Snacks",89,0,2,5
"Phoenix",9,395,1331,833,371,0,2,1,"Snacks",178,0,3,1
"Phoenix",39,2,11,5,8,0,1,0,"Snacks",85,0,1,3
"Phoenix",61,23,79,31,46,0,1,2,"Snacks",70,0,0,4
"Tempe",32,12,38,8,82,0,0,0,"Snacks",11,0,0,4
"Tempe",106,2,18,3,18,0,1,0,"Snacks",100,0,0,3
"Chandler",29,16,71,9,71,0,0,0,"Snacks",33,0,1,2
"Phoenix",15,79,152,83,75,1,1,1,"Snacks",78,0,1,4
"Tempe",11,93,270,93,478,1,1,0,"Snacks",37,0,0,3
"Phoenix",31,2,5,2,8,0,0,0,"Snacks",117,0,2,3
"Scottsdale",236,12,98,19,147,0,1,0,"Snacks",77,0,1,5
"Tempe",50,46,109,60,71,0,2,0,"Snacks",138,0,2,5
"Scottsdale",77,0,6,0,53,0,0,0,"Snacks",176,0,0,4
"Phoenix",119,39,74,48,58,0,1,0,"Snacks",91,0,1,4
"Phoenix",74,10,26,3,40,0,0,0,"Snacks",279,0,0,3
"Scottsdale",25,15,41,10,67,0,1,0,"Snacks",73,0,0,2
"Scottsdale",270,17,58,25,51,0,2,0,"Snacks",30,0,0,5
"Chandler",31,6,30,5,30,0,0,0,"Snacks",51,0,0,4
"Mesa",32,1,13,6,19,0,0,0,"Snacks",89,0,0,3
"Tempe",40,131,357,242,326,0,0,0,"Snacks",41,0,0,4
"Phoenix",5,503,616,518,138,1,1,1,"Snacks",92,0,0,4
"Chandler",192,53,181,62,74,1,2,1,"Snacks",120,0,4,4
"Tempe",27,0,1,0,4,0,0,0,"Snacks",100,0,0,5
"Scottsdale",255,2517,5065,3901,670,2,5,4,"Snacks",44,0,3,5
"Phoenix",119,57,198,94,120,0,1,1,"Snacks",94,0,2,4
"Scottsdale",36,1614,2575,2202,569,5,7,7,"Snacks",316,0,3,4
"Tempe",85,38,130,44,82,0,0,0,"Snacks",66,0,3,3
"Phoenix",39,2,21,7,21,0,2,1,"Snacks",76,0,0,5
"Mesa",57,1209,2685,2025,900,1,2,2,"Snacks",44,0,0,5
"Mesa",73,2,11,2,8,0,1,0,"Snacks",37,0,12,5
"Mesa",73,279,798,420,584,1,1,2,"Snacks",220,0,2,4
"Phoenix",99,1548,2092,1727,215,6,12,13,"Snacks",263,1,3,4
"Phoenix",26,80,252,81,229,0,0,0,"Snacks",59,1,6,5
"Phoenix",32,590,1105,674,575,0,0,0,"Snacks",116,0,0,4
"Scottsdale",62,22,49,12,30,0,3,1,"Snacks",79,0,1,4
"Phoenix",594,0,7,1,10,0,0,0,"Snacks",1,0,1,5
"Chandler",33,18,38,16,55,0,1,0,"Snacks",55,0,0,5
"Phoenix",594,103,193,126,119,2,5,4,"Snacks",121,0,2,3
"Phoenix",4,593,1545,1199,376,0,1,0,"Snacks",84,0,0,3
"Phoenix",33,401,523,411,125,1,2,2,"Snacks",111,0,1,4
"Scottsdale",25,1,8,5,34,0,0,0,"Snacks",7,0,0,1
"Phoenix",99,116,284,207,135,2,3,0,"Snacks",157,0,2,4
"Scottsdale",270,6,24,12,22,0,0,0,"Snacks",39,0,0,4
"Scottsdale",47,7,29,10,29,0,0,0,"Snacks",75,0,0,5
"Tempe",42,126,188,128,64,2,2,1,"Snacks",49,0,0,4
"Scottsdale",18,116,344,163,163,0,1,1,"Snacks",69,0,0,5
"Scottsdale",11,1,51,18,21,0,1,1,"Snacks",135,0,0,4
"Phoenix",61,32,189,98,201,0,0,0,"Snacks",48,0,2,5
"Phoenix",3,5,13,2,13,0,1,0,"Snacks",76,0,0,2
"Phoenix",3,24,68,13,63,0,0,0,"Snacks",23,0,0,5
"Peoria",31,2,11,5,11,0,1,1,"Snacks",68,0,0,3
"Scottsdale",236,0,3,1,7,0,0,0,"Snacks",75,1,7,5
"Scottsdale",65,2517,5065,3901,670,0,3,4,"Snacks",66,0,5,4
"Phoenix",594,5,10,1,21,0,0,0,"Snacks",15,0,0,4
"Scottsdale",26,332,668,328,263,0,3,0,"Snacks",169,2,0,3
"Phoenix",594,3,18,5,31,0,1,1,"Snacks",37,0,18,5
"Phoenix",44,194,485,216,145,0,2,1,"Snacks",234,0,4,4
"Tempe",73,132,275,180,168,1,1,1,"Snacks",320,0,4,4
"Phoenix",30,589,941,667,265,1,1,1,"Snacks",40,0,0,4
"Phoenix",22,4943,10629,8991,1253,4,13,13,"Snacks",341,0,2,4
"Scottsdale",236,18,48,21,47,0,0,0,"Snacks",84,0,0,4
"Scottsdale",26,2,9,0,11,0,0,0,"Snacks",46,0,1,2
"Tempe",138,122,89,100,54,1,1,1,"Snacks",220,3,3,4
"Tempe",98,51,176,64,311,0,0,0,"Snacks",56,0,1,3
"Phoenix",79,5,8,3,6,0,2,0,"Snacks",129,0,0,5
"Tempe",85,69,188,74,161,0,1,1,"Snacks",77,0,1,5
"Phoenix",53,688,651,521,140,3,7,4,"Snacks",256,0,4,5
"Gilbert",165,15,44,15,41,1,2,1,"Snacks",96,0,1,2
"Gilbert",8,39,73,32,90,0,1,0,"Snacks",143,0,0,5
"Gilbert",165,0,1,0,1,0,1,0,"Snacks",62,0,3,5
"Phoenix",41,3,29,8,18,0,1,1,"Snacks",17,2,1,4
"Scottsdale",22,13,65,12,95,0,2,2,"Snacks",104,0,0,1
"Scottsdale",270,126,747,343,1467,0,1,1,"Snacks",83,0,3,5
"Scottsdale",255,90,205,129,181,3,4,4,"Snacks",172,0,7,5
"Phoenix",9,2,17,2,12,0,2,0,"Snacks",121,0,1,1
"Mesa",18,0,6,2,6,0,1,0,"Snacks",26,0,0,2
"Scottsdale",62,1220,1455,958,338,1,2,2,"Snacks",317,0,0,5
"Scottsdale",270,4,9,0,8,0,0,0,"Snacks",6,0,1,5
"Phoenix",58,280,570,272,298,0,0,0,"Snacks",139,0,8,5
"Phoenix",594,10451,8401,8429,517,14,15,15,"Snacks",239,3,7,5
"Chandler",20,49,125,22,80,0,0,0,"Snacks",80,0,0,4
"Phoenix",594,51,154,29,121,2,5,2,"Snacks",175,1,4,3
"Phoenix",594,59,190,35,235,0,1,0,"Snacks",36,0,0,5
"Phoenix",30,5,8,1,3,2,1,0,"Snacks",234,1,4,4
"Chandler",3,6,28,5,28,0,0,0,"Snacks",73,0,0,4
"Phoenix",53,40,70,38,72,1,1,1,"Snacks",193,1,11,5
"Scottsdale",139,169,174,105,93,0,1,0,"Snacks",195,0,0,4
"Phoenix",119,6,30,17,29,0,0,0,"Snacks",138,0,7,5
"Phoenix",30,122,412,230,498,1,4,0,"Snacks",65,1,0,2
"Phoenix",57,0,12,2,11,0,1,0,"Snacks",85,0,0,5
"Scottsdale",77,14,38,13,17,1,1,1,"Snacks",197,0,3,5
"Phoenix",6,18,37,34,17,0,0,0,"Snacks",50,0,0,5
"Scottsdale",23,130,342,195,156,2,6,3,"Snacks",101,4,1,2
"Scottsdale",255,5,16,6,16,0,0,0,"Snacks",55,0,4,5
"Chandler",192,329,720,245,369,0,1,0,"Snacks",78,0,0,3
"Phoenix",136,1,7,0,14,0,0,0,"Snacks",39,0,0,4
"Phoenix",594,31,54,40,11,3,3,3,"Snacks",68,0,0,4
"Phoenix",119,0,5,0,4,0,0,0,"Snacks",43,0,2,5
"Phoenix",26,415,979,635,369,0,2,2,"Snacks",252,0,8,5
"Chandler",192,17,58,31,43,1,1,1,"Snacks",122,0,2,5
"Phoenix",34,247,302,281,102,0,6,2,"Snacks",167,1,0,4
"Phoenix",44,13,89,23,100,0,0,0,"Snacks",17,0,0,3
"Phoenix",594,589,941,667,265,2,3,2,"Snacks",27,0,1,5
"Scottsdale",270,8,53,6,38,0,0,0,"Snacks",192,0,0,3
"Chandler",25,0,3,0,4,0,1,0,"Snacks",19,0,0,4
"Tempe",138,63,201,58,163,0,1,0,"Snacks",75,0,0,5
"Phoenix",79,32,89,49,33,3,1,1,"Snacks",372,1,1,4
"Chandler",33,16,62,18,87,0,0,0,"Snacks",173,0,0,3
"Tempe",32,7,31,11,26,0,0,0,"Snacks",27,0,1,2
"Phoenix",40,45,119,37,154,0,1,0,"Snacks",13,0,0,2
"Chandler",192,628,1352,983,480,0,2,1,"Snacks",191,1,1,5
"Scottsdale",47,3,24,1,27,0,0,1,"Snacks",43,0,1,5
"Phoenix",41,7,18,8,34,0,0,0,"Snacks",66,0,0,3
